analysis_id,probe_of_analysis_id,scope,batch_id,evidence_id,corpus,text,source_file,doc_id,chunk_id,country,heading_context,native_topic,topic_code,topic_space,causal_hint
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_021372,sentiment,I am cautious because informed consent was obtained from all survey participants.,markdown/synthetic/sentiment/mds/sentiment_public_sentiment_au.md,sentiment_synthetic_sentiment_public_sentiment_au,sentiment_synthetic_sentiment_public_sentiment_au_chunk_0003,synthetic_probe,Public views on AI tools and learning,3.0,S3,sentiment,True
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_007926,policy,The Department supports those schools with the highest concentrations of learners at risk of educational disadvantage through the Delivering Equality of Opportunity in Schools (DEIS) programme and these schools receive an enhanced allocation under the ICT grant.,markdown/cleaned/policy/ireland/digital-strategy-for-schools-to-2027.md,policy_digital_strategy_for_schools_to_2027,policy_digital_strategy_for_schools_to_2027_chunk_0038,ireland,1.6. Inclusion,5.0,P5,policy,True
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_020665,sentiment,"I am cautious because in , the Digital Society Program of the French National Agency for Territorial Cohesion (ANCT), has launched a consultation for the production of a series of studies on the state of the art of the French digital society.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ad.md,sentiment_synthetic_sentiment_public_sentiment_ad,sentiment_synthetic_sentiment_public_sentiment_ad_chunk_0003,synthetic_probe,"Public sentiment on privacy, assessment and AI",7.0,S7,sentiment,True
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_000518,policy,"The system will allow officers to ask questions related to the processing of passports, which 'Finn' will answer by pulling from the Passport Service's policies and procedural documents.",markdown/cleaned/policy/ireland/2026-01-20_opening-statement-sile-maguire-director-general-of-corporate-services-division-et-al-department-of-foreign-affairs-and-trade_en.md,policy_2026_01_20_opening_statement_sile_maguire_director_general_of_corporate_services_division_et_al_department_of_foreign_affairs_and_trade_en,policy_2026_01_20_opening_statement_sile_maguire_director_general_of_corporate_services_division_et_al_department_of_foreign_affairs_and_trade_en_chunk_0004,ireland,Opening Statement,8.0,P8,policy,True
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_020516,sentiment,I think this matters because understanding and using artificia urgent.,markdown/synthetic/sentiment/mds/sentiment_public_sentiment_aa.md,sentiment_synthetic_sentiment_public_sentiment_aa,sentiment_synthetic_sentiment_public_sentiment_aa_chunk_0002,synthetic_probe,Public views on AI literacy and digital education,7.0,S7,sentiment,True
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_021354,sentiment,"For me, the important point is that the dematerialization of the relationship with the administration for access to social rights is also leading to a reconfiguration of social work.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_au.md,sentiment_synthetic_sentiment_public_sentiment_au,sentiment_synthetic_sentiment_public_sentiment_au_chunk_0002,synthetic_probe,Public views on AI tools and learning,6.0,S6,sentiment,True
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_021292,sentiment,"Public sentiment on privacy, assessment and AI - I think this matters because what can education providers do to help learners keep up with GenAI changes in education and the workplace?",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_at.md,sentiment_synthetic_sentiment_public_sentiment_at,sentiment_synthetic_sentiment_public_sentiment_at_chunk_0001,synthetic_probe,"Public sentiment on privacy, assessment and AI",7.0,S7,sentiment,True
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_008499,policy,Responsible use and application of AI Students consider their needs and those of others when acquiring data for purposes such as data associated with machine learning algorithms used in training applications for AI systems.,markdown/cleaned/policy/australia/DOAI-24-Educator-Guide.md,policy_doai_24_educator_guide,policy_doai_24_educator_guide_chunk_0003,australia,Years 7 and 8,3.0,P3,policy,True
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_007069,policy,(2024) identified a key theme in higher education policies-'Support for Diverse Educational Needs and Equity.,markdown/cleaned/policy/australia/AI systems in teaching and learning_ Principles and practical exa.md,policy_ai_systems_in_teaching_and_learning_principles_and_practical_exa,policy_ai_systems_in_teaching_and_learning_principles_and_practical_exa_chunk_0028,australia,Justice and fairness,6.0,P6,policy,True
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_004183,policy,"This is where Australia might look to develop a mandated EU-style approach for important items, cognisant of a global market, maturing AI capabilities and the development of new measures for ethical and bias based appraisals.",markdown/cleaned/policy/australia/ai-in-australian-education-snapshot-principles-policy-and-practice_august-2023.md,policy_ai_in_australian_education_snapshot_principles_policy_and_practice_august_2023,policy_ai_in_australian_education_snapshot_principles_policy_and_practice_august_2023_chunk_0009,australia,1. Executive summary,6.0,P6,policy,False
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_009980,policy,How can I support students to analyse content generated by AI tools?,markdown/cleaned/policy/ireland/Guidance_on_Artificial_Intelligence_in_Schools_2025.md,policy_guidance_on_artificial_intelligence_in_schools_2025,policy_guidance_on_artificial_intelligence_in_schools_2025_chunk_0038,ireland,Prac ti ce,5.0,P5,policy,True
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_009505,policy,Australian Framework for Generative AI in schools Education ministers across Australia have prioritised addressing the risks and opportunities of generative AI in education.,markdown/cleaned/policy/australia/generative-artificial-intelligence-in-schools-information-for-students-and-parents.md,policy_generative_artificial_intelligence_in_schools_information_for_students_and_parents,policy_generative_artificial_intelligence_in_schools_information_for_students_and_parents_chunk_0004,australia,,,nan,nan,True
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_020648,sentiment,"This research explores the duality of hope and fear within the public discourse on AI,.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ad.md,sentiment_synthetic_sentiment_public_sentiment_ad,sentiment_synthetic_sentiment_public_sentiment_ad_chunk_0002,synthetic_probe,"Public sentiment on privacy, assessment and AI",6.0,S6,sentiment,False
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_021274,sentiment,The dataset is structured along seven dimensions: - I think this matters because the evidence shows coded qualitative excerpts from teacher interviews about the AIT learning day.,markdown/synthetic/sentiment/mds/sentiment_public_sentiment_as.md,sentiment_synthetic_sentiment_public_sentiment_as,sentiment_synthetic_sentiment_public_sentiment_as_chunk_0003,synthetic_probe,"Public sentiment on privacy, assessment and AI",1.0,S1,sentiment,True
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_007439,policy,Generative AI Generative AI can understand instructions and produce or deliver meaningful content.,markdown/cleaned/policy/australia/brisbanesde-ai-usage-policy.md,policy_brisbanesde_ai_usage_policy,policy_brisbanesde_ai_usage_policy_chunk_0001,australia,2. Parental consent for AI use by students,0.0,P0,policy,True
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_015183,policy,These agents rely on generative AI systems to serve as their brains to coordinate tasks and make inferences.,markdown/cleaned/policy/ireland/Using_Generative_AI.md,policy_using_generative_ai,policy_using_generative_ai_chunk_0002,ireland,The emerging Generative AI landscape,6.0,P6,policy,True
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_014386,policy,Copyright licence: This work has been generated using artificial intelligence.,"markdown/cleaned/policy/australia/POLICY TITLE: Artificial Intelligence (AI) Usage Policy for Staff, Teachers and Students.md",policy_policy_title_artificial_intelligence_ai_usage_policy_for_staff_teachers_and_students,policy_policy_title_artificial_intelligence_ai_usage_policy_for_staff_teachers_and_students_chunk_0004,australia,3.2 Employee use of AI,6.0,P6,policy,True
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_008623,policy,"AI tools can provide recommendations or enhance decision-making, but staff and students will serve as 'critical consumers' of AI and lead any organizational and academic decisions and changes.",markdown/cleaned/policy/usa/Four States Guiding Principles for AI in Education (2).md,policy_four_states_guiding_principles_for_ai_in_education_2,policy_four_states_guiding_principles_for_ai_in_education_2_chunk_0009,usa,"[Guidance, Considerations, &amp; Intentions for the Use of Artificial Intelligence in West Virginia Schools](https://wvde.us/wp-content/uploads/2023/12/29354-AI-Guidance-v1.pdf)",7.0,P7,policy,True
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_019900,sentiment,"They were briefed on the purpose of the study, how their data would be used, and the voluntary nature of their participation.",markdown/synthetic/sentiment/mds/sentiment_press_release_al.md,sentiment_synthetic_sentiment_press_release_al,sentiment_synthetic_sentiment_press_release_al_chunk_0001,synthetic_probe,Press release on digital education and responsible AI,7.0,S7,sentiment,False
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_020968,sentiment,"I think this matters because conversely, if not implemented adequately, generative AI may interfere with a child's learning and school development.",markdown/synthetic/sentiment/mds/sentiment_public_sentiment_ak.md,sentiment_synthetic_sentiment_public_sentiment_ak,sentiment_synthetic_sentiment_public_sentiment_ak_chunk_0003,synthetic_probe,Public views on AI tools and learning,7.0,S7,sentiment,True
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_003967,policy,"Teachers can use and adapt this rubric to carefully plan and scaffold assignments, ensuring that students not only engage with AI as a subject matter but also apply AI tools to facilitate their learning process.",markdown/cleaned/policy/usa/ai-guidance_classroom-considerations.md,policy_ai_guidance_classroom_considerations,policy_ai_guidance_classroom_considerations_chunk_0006,usa,Example AI Assignment Scaffolding Matrix for Educators,7.0,P7,policy,True
global__batch_02__synthetic_probe,global__batch_02,global,2,clean_sentence_013097,policy,IA et éducation : Guide pour les décideurs politiques .,markdown/cleaned/policy/france/MEN_DNE_brochure_IA_2024_UK_web.md,policy_men_dne_brochure_ia_2024_uk_web,policy_men_dne_brochure_ia_2024_uk_web_chunk_0060,france,Références,2.0,P2,policy,False
